Activity Id, Image File Name, Upload date, Text, Location
90c7f9ef-4f4c-41b7-b1b8-cd44f2bc95cc,BErjwcLqsUtVtOYJBLv7YDYu.jpg,Wed Jul 31 15:39:07 GMT 2019,"","0.0,0.0"
